46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
19/143-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,400000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Военное ревю""",400000
46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
19/143-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,400000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Военное ревю""",400000
47-2,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,3000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",3000000
46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
19/143-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,400000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Военное ревю""",400000
47-2,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,3000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",3000000
47-1,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,2000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",2000000
46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
19/143-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,400000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Военное ревю""",400000
47-2,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,3000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",3000000
47-1,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,2000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",2000000
66,2015-06-15 00:00:00.0,2015-06-15 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,1500000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию соц. значимых проектов в области печатных СМИ(для газеты ""Советский спорт"")",1500000
46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
19/143-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,400000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Военное ревю""",400000
47-2,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,3000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",3000000
47-1,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,2000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",2000000
66,2015-06-15 00:00:00.0,2015-06-15 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,1500000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию соц. значимых проектов в области печатных СМИ(для газеты ""Советский спорт"")",1500000
3363-01-41/03-15,2015-07-15 00:00:00.0,2015-07-15 00:00:00.0,2015-12-31 00:00:00.0,"Акционерное общество ""Издательский дом ""Комсомольская правда""","Акционерное общество ""Издательский дом ""Комсомольская правда""",7714037217,7000000,"Субсидия на производство национального неигрового фильма ""Перевал Дятлова""",7000000
46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
19/143-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,400000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Военное ревю""",400000
47-2,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,3000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",3000000
47-1,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,2000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",2000000
66,2015-06-15 00:00:00.0,2015-06-15 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,1500000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию соц. значимых проектов в области печатных СМИ(для газеты ""Советский спорт"")",1500000
3363-01-41/03-15,2015-07-15 00:00:00.0,2015-07-15 00:00:00.0,2015-12-31 00:00:00.0,"Акционерное общество ""Издательский дом ""Комсомольская правда""","Акционерное общество ""Издательский дом ""Комсомольская правда""",7714037217,7000000,"Субсидия на производство национального неигрового фильма ""Перевал Дятлова""",7000000
19/179-15д,2015-08-11 00:00:00.0,2015-08-11 00:00:00.0,2015-12-31 00:00:00.0,"акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,500000,"Предоставление  и целевое использование субсидии в области электронных СМИ на производство цикла радиопрограмм ""Военное ревю""",500000
46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
19/143-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,400000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Военное ревю""",400000
47-2,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,3000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",3000000
47-1,2015-05-12 00:00:00.0,2015-05-12 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""","Закрытое акционерное общество ""Издательский дом  ""Комсомольская правда""",7714037217,2000000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию социально значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",2000000
66,2015-06-15 00:00:00.0,2015-06-15 00:00:00.0,2015-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,1500000,"Предоставление из федерального бюджета субсидий организациям,осуществляющим реализацию соц. значимых проектов в области печатных СМИ(для газеты ""Советский спорт"")",1500000
3363-01-41/03-15,2015-07-15 00:00:00.0,2015-07-15 00:00:00.0,2015-12-31 00:00:00.0,"Акционерное общество ""Издательский дом ""Комсомольская правда""","Акционерное общество ""Издательский дом ""Комсомольская правда""",7714037217,7000000,"Субсидия на производство национального неигрового фильма ""Перевал Дятлова""",7000000
19/179-15д,2015-08-11 00:00:00.0,2015-08-11 00:00:00.0,2015-12-31 00:00:00.0,"акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,500000,"Предоставление  и целевое использование субсидии в области электронных СМИ на производство цикла радиопрограмм ""Военное ревю""",500000
19/180-15д,2015-08-11 00:00:00.0,2015-08-11 00:00:00.0,2015-12-31 00:00:00.0,"акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,300000,"Предоставление  и целевое использование субсидии в области электронных СМИ на производство цикла радиопрограмм ""Национальный вопрос""",300000
46,2014-06-03 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,760000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ (для газеты ""Советский спорт"")",760000
57,2014-06-05 01:00:00.0,,,"ЗАО ""Издательский Дом ""Комсомольская правда""",,7714037217,1600000,"Предост.из федерального бюджета субсидий организациям,осущ.реализац.соц.значимых проектов в области печатных СМИ(для газеты ""Комсомольская правда"")",1600000
43,2014-09-23 01:00:00.0,2014-09-23 01:00:00.0,2014-11-30 00:00:00.0,"ЗАО ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,850000,"Предоставление из федерального бюджета  субсидий организациям, осуществляющим реализацию соц.значимых проектов в области печатных СМИ (для газеты ""Комсомольская правда"")",850000
19/142-14д,2014-10-31 00:00:00.0,2014-10-31 00:00:00.0,2014-12-31 00:00:00.0,"Закрытое акционерное общество ""Издательский дом ""Комсомольская правда""","ЗАО ""ИД ""Комсомольская правда""",7714037217,200000,"Предоставление и целевое использование субсидии в области электронных СМИ  на про-во цикла радиопрограмм ""Национальный вопрос""",200000
